,Probabilities,Transformations
0,"[0.01038429 0.00164808 0.00158617 0.00150363 0.00129212 0.00092189
 0.00075224 0.00014575]","[[[-1.39788043e-01 -7.05622808e-01  6.94662332e-01  1.39977461e+01]
  [ 2.83886158e-01 -7.00659437e-01 -6.54587658e-01  2.97600499e+01]
  [ 9.48613700e-01  1.05701493e-01  2.98260360e-01 -8.25671591e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]

 [[ 3.36565656e-01 -3.65493022e-01  8.67835474e-01  2.44362637e+01]
  [-3.98180461e-01  7.79917068e-01  4.82888897e-01 -2.01789820e+01]
  [-8.53332221e-01 -5.08078948e-01  1.16961120e-01  6.96914844e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]

 [[-3.55233945e-02 -6.33486946e-01 -7.72937499e-01 -2.68305469e+01]
  [-2.53289170e-01  7.53879430e-01 -6.06226361e-01  3.12366851e+01]
  [ 9.66738168e-01  1.74241479e-01 -1.87235739e-01 -4.74423170e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]

 [[ 8.83222667e-01  2.35757250e-01 -4.05384064e-01 -4.50885809e+01]
  [ 3.68766765e-01 -8.83187299e-01  2.89812470e-01  2.42469194e+00]
  [-2.89704666e-01 -4.05461113e-01 -8.66990480e-01  1.45144258e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]

 [[ 2.06849406e-02  3.15133157e-02  9.99289270e-01  2.16975002e+01]
  [ 9.85594855e-01  1.67163613e-01 -2.56730974e-02 -7.91200255e+01]
  [-1.67853849e-01  9.85425409e-01 -2.76015925e-02  6.65036976e-01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]

 [[ 2.58154181e-01 -4.91500756e-01  8.31735190e-01 -3.60351135e+01]
  [-9.42184991e-01 -3.18466408e-01  1.04242931e-01  4.76227311e+01]
  [ 2.13644239e-01 -8.10559161e-01 -5.45298071e-01  1.67206906e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]

 [[-9.26074717e-01  1.95621180e-01  3.22673168e-01  7.63180786e+01]
  [-2.47201116e-01  3.31553860e-01 -9.10474407e-01  1.03645803e+01]
  [-2.85091612e-01 -9.22932496e-01 -2.58685873e-01  3.03609272e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]

 [[-9.43470970e-01  4.76044488e-02 -3.28018818e-01  7.30556811e+01]
  [-2.37415266e-01  5.93517874e-01  7.69006193e-01  1.82272395e+01]
  [ 2.31293147e-01  8.03411694e-01 -5.48664861e-01 -4.01397380e+00]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]]"
