,Probabilities,x,y,z,rx,ry,rz
0,0.43203298652116495,6.179890876387153,71.19318934686439,28.13047785560171,1.9253707234031763,0.5812784410385881,-1.1949350770223908
1,0.23934052501468012,-80.4547567690568,-64.97183466264791,16.668180433196973,-2.5958877536287646,0.11898185569624253,1.2192154150993189
2,0.18620364560884686,11.802304191988858,10.064866979509599,61.680050430289576,2.860759092594346,0.7316352957216146,-2.3623956668221044
3,0.17487671206749467,55.1862647554358,-10.220740414631559,18.875245303707274,-3.0020513883455746,0.8312379401105154,2.8427828004153746
4,0.031040431000739083,15.343188749420426,-10.52523300438191,42.13180716115916,-1.8364365680707313,1.2868891176699386,-1.8356250020993332
5,0.02887068418602721,-78.66302031871395,-29.44144870752173,35.26919229088897,-2.0701201814831274,0.26086646458658813,0.4437153247493314
6,0.027654353155033146,-3.143420181892633,-6.416060899104288,17.655973408164385,0.29901975470246567,0.8825684771068749,1.6746351708509837
7,0.021813477438124673,-1.7763208265707713,-9.858329868182196,-69.5911159299974,0.4174417045881109,-0.9010736360506085,0.8056691034343635
8,0.021055652588092902,23.12227256523806,46.10335805042989,-67.35258269600978,1.2075682277280324,-0.6052405266041462,-1.6713747001649504
9,0.02035798355192561,-11.328670153509774,-35.27442242762905,-23.76996080425841,1.2908137916858875,-0.3223534670941952,0.3797225826735267
10,0.018678660847585304,18.211303656294167,17.46017802313177,-49.69385648678128,0.08612160823552832,-0.3800827090190142,-3.0263817680273926
11,0.018122193704179466,42.28792422295068,-21.78737782077256,-6.213401755552726,-1.7931992650642796,-0.6834760021361285,1.847293610483822
12,0.017798480515607333,-54.613303600090774,4.477862033074217,86.38496340249647,2.8748832520796426,1.3107828303215627,0.7335058433361372
13,0.017740273181749696,-49.374824829237525,46.523655638576344,-64.80016184321269,1.7997845435753803,-0.8100427615990212,-0.700103046649413
14,0.017609039720374562,18.880119584766927,-38.94470846411932,-84.74954217792279,-2.8589115246107255,-1.4415659372713112,2.8447988293954927
15,0.01743674712231024,39.01983252593954,48.72148292743236,-56.9424432539738,-2.4786822112573006,-0.914102895921004,-2.131760586957289
16,0.017423061175569948,-13.047031521541921,16.524917540200086,33.20842181842056,-1.6129908072489638,1.3225102454366544,-1.7228709685111754
17,0.017284371215406814,-5.437053649007311,23.345535098314954,-85.87604208150454,1.5601528344780509,-1.2526562250852986,-1.5366358748322144
18,0.01697846718926639,4.651654121759622,22.37920989530294,40.21102343467056,-1.640872459713671,1.4109612498449606,1.6144588329472145
19,0.016244814739620833,24.92748712778145,2.5649492519279655,36.240915555868284,1.7353468557993141,1.361946851239995,1.7963946710174867
20,0.01556790753555596,-21.46849400252092,21.46122696495399,-84.42653271285903,2.2015923053898994,-1.1845795322724173,1.221151981000776
21,0.015565224938419775,-89.21286119029594,-7.956483957641469,-24.89000123158045,-1.5672320755100058,-0.3978119210114932,0.5924524882638509
22,0.015526545136479854,-52.41978279247816,8.567819681109857,-77.96010396583867,-1.869618017404045,-1.2834856239536523,0.5484213139576931
23,0.015035062111299088,85.5690142724428,-31.66312599525844,-65.0053939463013,2.553669265598962,-0.48525612735176593,2.964217188302399
24,0.01446045395178124,10.033431913964284,17.30031241264193,-58.538173113903134,1.223923250710147,-0.34568636761332483,-2.264014801860324
25,0.014299626988648406,-16.69503392291408,30.66496389579461,13.912566215431843,3.074915677641362,0.7865828005470816,-0.7436491186484117
26,0.013682358303514094,-84.40219829792949,81.27869750892073,-11.282265438776625,-1.3321917219619965,-0.3440271071776022,-1.09085084887258
27,0.013595198158876706,-100.39644090365196,33.56012861199068,-31.718674205595356,2.419153763463255,-0.15575184252240026,0.2996380569412513
28,0.013463293173350812,-5.7138398743373235,29.178415147957875,-83.23539392952125,1.7269071996841894,-1.4769222694114486,1.4510443484367537
29,0.013259616566861553,-14.377571410309638,-18.22229795074315,31.18111452654653,-2.5561962842656256,1.3637717644959788,-3.0948694307333784
30,0.01292854077525435,24.729056350160715,-27.144726146654186,14.997971363953484,1.8888032614010803,0.8453587861348408,-3.071224535703544
31,0.012647369048470025,-37.496260341818214,32.03451701484737,51.279321908757794,-1.2447420804727736,0.9450444918487242,-0.5803501682074658
32,0.012537956191827999,30.135499431014804,10.178823005799613,27.23131876708375,0.7924361017507956,1.1791197347757518,-2.933258116765437
33,0.012399937049493649,-50.201333261687054,-3.318053220685743,22.182527956219655,1.2642367116425057,1.084861369476045,0.47898932697539764
34,0.012086802341378829,-1.0229678796358121,55.4202854650809,-23.52498519436905,3.0525652652922353,-0.6930398490217347,-2.2880891256131943
35,0.012006900970992027,11.20011011536488,-16.614661302225954,-62.72174923367128,0.5105912758095029,-0.37919181749404096,1.9170973108842855
36,0.011971168261078477,99.10018108598295,-18.091224158875093,42.64767414098161,-2.3896116381926857,0.35783165059896427,3.016170071929858
37,0.011955495336485563,-105.4068515500531,18.677632311381196,8.465013426497835,-1.8416863138559016,-0.1588559679300403,-0.3452208403792004
38,0.011572582246883834,-1.5697041653851571,-7.32377438266566,37.1290243685039,-0.1490022625276367,1.2844745643279438,0.819638670356652
39,0.011450024776298728,-10.540072118402216,10.056636225725365,42.13939365862961,-1.2868529280435712,1.3957747883607032,-1.2579030342575908
40,0.011407178972623071,21.588551824882092,-7.030704954848499,-79.47996703398125,-1.6432759370567576,-1.3641545654912293,1.6686938518313532
41,0.011376908668380275,-71.93011987722365,-1.5247042147867889,14.040273960402974,0.21279442375850496,0.8898861344863422,-0.6308181033255175
42,0.011361596071996211,19.814619119009446,-48.273919873253476,42.011617166315226,-1.9075382678843573,0.7290763644362426,2.3497737005534933
43,0.011293279974581384,-64.43559798726768,34.48753533988733,-13.665306101211746,0.1417723413914201,0.2963358396499387,-1.3725053085629855
44,0.011292600733430433,14.922443023462794,15.920485895347978,42.1661349749643,-2.3403073312057723,0.9542728464305301,-2.476613624722112
45,0.011119671759765097,-70.42648388348792,-5.958855386539832,-57.973552159123514,-2.1501337137911456,-1.11074394345725,0.7749515664738958
46,0.011055215080869263,-28.864823637338038,8.471094287811704,-90.61293500739308,1.59583616142776,-0.9334460730190379,1.6024289394769373
47,0.01091535394409362,99.75119415277818,40.02474036581243,-11.51549266827785,-0.5093231557590119,0.06027075460225295,-2.7779265427196616
48,0.01080599849765982,0.5392303116451916,30.976261403880148,35.79417573899429,-1.9844980014941562,1.2137493144796436,-2.3392153550801047
49,0.010753772181276173,31.328637745532138,-36.8042870300437,-43.468492847994355,-1.279226127533221,-0.7470072766087487,1.8763665516254884
50,0.010719165522460824,13.20398812731772,27.97033859358637,60.10739817790408,0.3092623943497309,0.7657488171033613,-3.109960225156229
51,0.010627315890456542,7.733119700759964,-0.655375060387258,33.420574150608346,-0.6242629319465131,1.2763863006360872,2.345590487934697
52,0.010592834788633685,-104.25782817337945,-17.47664108407143,-20.054213725688857,1.0626139057612347,-0.05508496826324505,0.15324250245611085
53,0.010581734154330414,7.065256825938908,-16.782906441859367,-66.22908351310116,-1.0373586186505235,-1.140851355667031,1.4243592473275068
54,0.010471998469308708,-35.68450702814577,32.714278402752505,13.29743038396416,0.6699638709678329,0.49363998145434573,-1.836843268148595
55,0.010405517989068448,-98.16989803331556,0.8954101471309575,-37.061189483162586,1.8622129679335586,0.06555366153239994,0.14816780491703477
56,0.010332734854690516,65.56535143432669,-12.52556167208393,11.944582533092088,0.5251086617306125,0.9118338121194092,2.186276430764766
57,0.010251095304633612,-0.02811640098800311,48.827182475976315,-75.81655523456593,-1.4343659037158587,-1.339317712650842,-1.9586113553410092
58,0.01022050417319655,-58.10184014021776,87.13289104524581,-7.6006084987528,1.467296963697855,0.039297456570824174,-1.3305313046028093
59,0.010138314128169922,20.132740511243558,-8.868250402479575,-8.06471592129181,-2.2351288038460995,-0.18746532136456762,2.816128832216049
60,0.010038304468915377,-28.187534975668193,20.76705654546347,36.20528066668286,2.6581176338521475,1.334799755966226,0.1216392007081557
61,0.009684881395548428,-108.81228036701803,-16.843236390063094,-14.485215073072988,0.18225284126849856,-0.12458129139672147,-0.2380057029999224
62,0.009638315315616807,-16.558372152826724,10.300384411545375,-88.3829524731352,1.6304818156240701,-0.8363870359132587,1.459132191693963
63,0.009505877855272377,-65.69362854434134,73.18951982213335,21.935920099899505,-2.511798208767533,-0.27460037993177644,-0.9079924089509808
64,0.009445898991617501,23.557014753205912,-42.15792538442011,-78.34360766321291,-2.501717021084435,-1.2920060036346397,2.0295261580326707
